,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13
14,-119,94,-155,57,-147,63,-161,38,-115,102,-89,109,-166,55,-158,54,-85,119,-125,78,-113,90,-133,64,-139,61,-128,67
15,-124,97,-166,58,-150,67,-170,41,-121,103,-92,111,-169,57,-169,55,-88,125,-133,82,-119,98,-140,69,-146,66,-135,73
16,-129,105,-172,62,-156,68,-181,44,-127,107,-94,115,-170,60,-178,56,-96,132,-139,85,-126,105,-145,75,-151,70,-143,73
17,-133,108,-183,63,-164,69,-194,49,-131,109,-99,123,-174,61,-182,57,-102,135,-143,88,-133,115,-151,78,-159,74,-151,76
18,-141,112,-189,63,-174,71,-202,51,-139,114,-104,129,-184,62,-190,61,-106,140,-147,91,-139,120,-155,83,-166,78,-156,77
19,-147,114,-198,64,-181,75,-212,57,-144,117,-109,135,-187,67,-201,63,-110,147,-151,92,-146,124,-160,85,-170,84,-164,80
20,-151,121,-205,69,-188,79,-221,57,-151,122,-119,141,-197,69,-210,64,-112,151,-159,95,-149,126,-164,86,-176,88,-173,81
21,-157,127,-211,71,-193,80,-230,60,-155,127,-125,147,-207,73,-216,66,-117,158,-163,99,-156,131,-170,90,-181,91,-179,84
22,-163,130,-222,72,-202,83,-238,63,-158,134,-134,150,-212,74,-222,68,-121,165,-168,100,-166,136,-174,99,-189,93,-184,84
23,-165,133,-227,73,-209,86,-245,65,-165,139,-140,155,-217,77,-229,74,-124,174,-177,101,-170,144,-181,100,-195,99,-192,88
24,-169,139,-234,73,-221,88,-256,68,-170,145,-144,162,-224,79,-237,74,-129,175,-183,103,-175,148,-189,103,-201,105,-200,90
25,-174,141,-243,76,-232,92,-262,70,-173,147,-146,164,-233,83,-242,76,-135,179,-192,107,-178,153,-201,106,-209,111,-207,92
26,-181,143,-252,78,-237,94,-275,73,-177,149,-146,171,-241,87,-245,80,-137,187,-202,111,-184,155,-212,109,-215,113,-217,93
27,-186,147,-257,82,-246,94,-279,76,-184,156,-150,174,-247,89,-258,81,-141,193,-209,113,-188,158,-218,112,-222,117,-228,99
28,-193,152,-262,85,-253,96,-283,79,-187,160,-153,182,-255,90,-267,81,-145,200,-211,117,-199,163,-227,116,-228,123,-236,101
29,-199,157,-270,88,-260,100,-288,79,-192,163,-160,184,-265,92,-277,85,-148,207,-216,120,-207,165,-232,118,-238,126,-245,103
30,-201,159,-278,90,-269,102,-298,82,-197,164,-166,188,-272,92,-284,93,-154,215,-223,128,-211,171,-235,121,-245,129,-251,106
31,-205,163,-285,95,-275,104,-303,86,-200,169,-172,198,-278,93,-290,95,-157,223,-232,130,-216,179,-245,124,-247,133,-255,112
32,-208,169,-292,98,-284,108,-310,87,-202,173,-176,199,-286,96,-299,98,-163,230,-240,134,-224,187,-251,126,-256,134,-257,117
33,-211,173,-302,101,-289,112,-316,89,-208,178,-182,207,-292,99,-304,101,-165,234,-245,140,-231,190,-261,130,-264,137,-264,119
34,-220,179,-308,104,-295,112,-326,91,-213,179,-186,216,-302,99,-310,105,-168,242,-252,141,-236,196,-270,133,-271,141,-269,120
35,-228,182,-316,107,-303,115,-331,93,-216,182,-193,224,-318,101,-314,106,-170,247,-256,142,-238,201,-278,136,-280,148,-276,123
36,-235,187,-324,110,-312,117,-339,96,-219,186,-195,229,-326,101,-329,109,-172,253,-264,145,-246,205,-285,139,-284,153,-280,124
37,-240,189,-326,115,-318,122,-344,97,-223,192,-199,240,-332,104,-336,113,-174,257,-273,146,-254,209,-294,142,-289,158,-289,129
38,-247,191,-331,118,-323,125,-347,99,-228,195,-205,245,-339,105,-345,115,-182,262,-277,152,-263,213,-300,145,-297,162,-299,134
39,-252,193,-342,120,-336,127,-352,101,-231,203,-207,247,-347,105,-351,119,-186,266,-287,155,-274,219,-306,149,-301,166,-304,138
40,-257,195,-350,123,-341,130,-358,103,-239,208,-213,255,-356,106,-357,121,-189,271,-297,159,-278,220,-315,154,-307,168,-314,140
41,-264,199,-357,125,-346,134,-361,105,-246,213,-215,260,-367,107,-368,125,-195,274,-307,164,-283,222,-322,158,-312,169,-322,144
42,-265,204,-367,128,-352,139,-368,106,-252,216,-222,267,-378,109,-374,125,-200,280,-310,165,-286,227,-334,163,-320,170,-330,147
43,-269,208,-376,129,-359,142,-381,107,-256,225,-229,272,-386,109,-378,131,-202,285,-315,170,-293,227,-340,168,-327,171,-337,152
44,-275,214,-381,133,-367,144,-385,109,-259,231,-231,278,-391,113,-386,138,-206,289,-329,175,-295,229,-347,171,-332,176,-346,154
45,-282,216,-390,136,-375,148,-394,111,-260,236,-237,284,-395,115,-395,139,-211,298,-335,177,-302,230,-357,172,-337,180,-356,156
46,-285,219,-392,137,-386,150,-405,114,-268,239,-242,291,-402,117,-402,144,-214,302,-340,179,-305,236,-366,173,-345,188,-364,159
47,-292,223,-396,142,-392,153,-412,117,-272,247,-247,298,-405,120,-409,146,-217,308,-346,182,-312,241,-377,174,-354,188,-370,164
48,-301,229,-402,146,-397,153,-415,121,-280,255,-248,305,-412,123,-416,146,-222,313,-353,185,-319,246,-384,177,-362,190,-376,168
49,-309,233,-410,148,-404,155,-426,123,-284,259,-254,312,-419,126,-423,147,-224,318,-359,188,-324,249,-395,180,-367,194,-384,170
50,-314,237,-415,152,-411,158,-435,126,-286,267,-258,316,-428,130,-429,151,-231,326,-365,195,-328,251,-403,181,-371,200,-388,172
51,-321,242,-423,156,-414,160,-444,126,-288,273,-260,329,-434,132,-436,156,-235,331,-374,198,-334,254,-410,182,-374,204,-397,177
52,-328,246,-436,160,-422,167,-447,127,-293,278,-264,336,-442,135,-441,159,-237,339,-378,200,-341,261,-415,185,-381,206,-402,178
53,-333,249,-440,161,-428,172,-454,130,-297,283,-266,343,-450,137,-447,162,-240,352,-385,202,-345,265,-418,189,-391,211,-413,181
54,-339,251,-451,162,-432,177,-464,133,-304,288,-274,349,-458,141,-453,166,-242,357,-392,204,-348,268,-423,192,-395,215,-422,184
55,-348,256,-458,163,-439,181,-476,135,-310,292,-278,357,-462,147,-458,170,-245,362,-398,206,-351,271,-427,195,-402,222,-430,185
56,-353,261,-470,168,-445,184,-484,137,-313,294,-279,358,-471,151,-465,176,-248,366,-408,209,-357,275,-430,198,-410,230,-438,186
57,-361,263,-476,170,-453,185,-495,137,-319,303,-286,365,-481,155,-470,176,-258,374,-412,211,-360,278,-435,202,-416,233,-443,187
58,-367,265,-488,174,-458,186,-500,138,-324,309,-290,369,-488,158,-478,179,-261,384,-416,217,-364,283,-440,206,-423,236,-454,189
59,-375,267,-499,177,-464,187,-507,140,-330,313,-296,375,-494,159,-488,181,-264,389,-425,219,-369,288,-449,208,-429,238,-462,192
60,-380,270,-505,180,-473,190,-513,142,-338,320,-300,376,-499,165,-495,182,-269,394,-432,221,-374,298,-457,210,-434,243,-471,193
61,-387,275,-510,183,-475,193,-522,144,-341,323,-306,381,-509,171,-502,185,-271,401,-445,223,-378,304,-465,213,-438,246,-477,196
62,-392,280,-514,187,-483,197,-535,147,-345,324,-309,388,-515,174,-509,188,-275,408,-455,226,-384,308,-469,219,-445,248,-481,199
63,-396,285,-522,188,-492,202,-540,151,-350,330,-316,391,-522,177,-513,189,-280,411,-466,227,-389,314,-476,219,-453,255,-489,201
64,-404,294,-531,190,-498,204,-547,154,-357,337,-319,395,-531,177,-518,191,-283,419,-473,227,-392,318,-484,224,-459,256,-496,206
65,-410,299,-536,191,-507,210,-555,158,-360,343,-323,403,-536,181,-522,197,-285,424,-482,230,-402,322,-486,228,-466,260,-500,208
66,-414,303,-542,191,-520,214,-563,160,-364,346,-331,408,-541,183,-527,200,-293,430,-487,233,-410,325,-492,231,-469,265,-512,210
67,-416,308,-549,192,-526,217,-570,162,-374,349,-334,416,-549,186,-536,201,-296,437,-497,238,-413,328,-502,234,-473,269,-516,216
68,-423,308,-554,195,-536,219,-579,165,-380,355,-337,421,-555,189,-543,204,-302,442,-501,243,-418,331,-510,241,-477,271,-525,220
69,-429,312,-563,195,-547,220,-588,167,-391,359,-341,422,-563,192,-548,208,-306,446,-508,247,-422,337,-518,243,-485,274,-531,222
70,-433,318,-571,196,-553,222,-598,169,-395,363,-343,428,-573,194,-551,213,-308,449,-514,252,-432,341,-526,248,-492,280,-536,226
71,-438,321,-578,198,-561,224,-606,169,-403,366,-343,433,-581,202,-555,218,-314,455,-521,255,-438,346,-534,250,-497,287,-541,230
72,-447,324,-585,201,-568,226,-618,171,-407,373,-350,436,-588,205,-566,223,-316,458,-526,257,-441,348,-539,252,-508,289,-549,233
73,-455,333,-589,202,-575,231,-624,173,-411,378,-356,439,-595,207,-571,229,-317,467,-531,263,-448,352,-547,253,-513,295,-555,235
74,-459,335,-596,205,-583,233,-632,174,-418,382,-358,445,-602,208,-583,232,-322,470,-537,265,-453,358,-555,257,-519,297,-569,237
75,-462,335,-603,208,-590,236,-641,175,-422,388,-364,450,-610,210,-597,234,-327,477,-540,267,-460,364,-558,259,-526,301,-580,240
76,-468,340,-608,210,-595,243,-647,176,-428,391,-373,456,-617,213,-603,234,-331,481,-553,268,-469,369,-566,264,-533,303,-583,242
77,-473,342,-617,214,-601,245,-657,176,-433,398,-377,461,-624,214,-610,237,-335,495,-562,272,-472,373,-572,265,-536,305,-591,247
78,-478,346,-624,216,-607,247,-669,177,-435,402,-381,472,-631,217,-617,238,-340,503,-570,273,-475,380,-580,269,-541,310,-597,249
79,-487,349,-633,216,-612,249,-678,179,-439,409,-385,476,-641,220,-623,241,-344,509,-576,279,-482,382,-586,271,-546,312,-604,256
