,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13
68,-421,316,-535,204,-523,222,-577,158,-402,341,-332,412,-551,186,-535,219,-312,425,-501,242,-417,318,-532,231,-482,251,-525,232
69,-426,320,-543,207,-533,226,-581,159,-405,342,-336,415,-562,187,-545,221,-315,429,-505,245,-425,324,-538,236,-491,256,-536,234
70,-431,322,-550,209,-542,231,-588,160,-411,347,-342,420,-568,188,-553,227,-319,435,-514,247,-433,327,-544,238,-497,258,-545,236
71,-437,326,-563,210,-546,232,-596,163,-417,351,-348,424,-576,189,-558,231,-325,438,-521,252,-439,331,-550,243,-505,262,-551,238
72,-443,331,-575,213,-554,234,-601,164,-423,359,-350,428,-582,193,-568,235,-325,444,-532,255,-442,336,-557,244,-510,268,-558,238
73,-454,335,-579,214,-561,235,-612,168,-430,366,-353,437,-589,194,-574,239,-331,449,-543,257,-445,343,-561,245,-519,270,-560,239
74,-462,337,-587,214,-570,238,-616,168,-440,372,-357,438,-594,195,-580,239,-337,460,-548,259,-450,349,-565,251,-527,276,-567,246
75,-466,343,-595,218,-576,240,-623,172,-443,378,-361,441,-599,199,-589,241,-340,465,-555,265,-457,355,-569,254,-531,279,-573,255
76,-467,350,-603,223,-579,245,-633,174,-443,384,-364,449,-610,200,-595,243,-344,471,-558,267,-461,358,-579,258,-541,284,-580,259
77,-473,354,-610,225,-585,247,-642,175,-453,387,-370,456,-615,202,-600,245,-348,475,-566,271,-465,363,-593,261,-547,290,-585,259
78,-476,358,-618,227,-590,249,-650,176,-460,395,-377,459,-623,204,-608,246,-350,484,-575,278,-472,365,-596,263,-555,292,-594,262
79,-483,360,-630,229,-601,250,-660,179,-462,396,-378,461,-634,206,-620,251,-353,492,-580,283,-482,369,-600,267,-559,294,-601,262
