,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13
25,-180,118,-205,91,-218,91,-239,54,-196,158,-147,173,-229,85,-223,85,-152,181,-207,100,-190,143,-230,101,-197,108,-231,92
26,-188,123,-213,96,-229,95,-247,56,-198,162,-150,176,-234,86,-231,88,-157,186,-212,103,-200,148,-237,103,-204,112,-235,95
27,-194,126,-219,99,-240,97,-253,59,-201,169,-151,178,-246,88,-243,92,-160,189,-219,105,-205,154,-247,105,-210,115,-240,100
28,-198,131,-223,104,-249,100,-263,59,-207,173,-158,184,-251,92,-253,93,-164,195,-229,109,-209,160,-257,109,-212,116,-242,104
29,-205,137,-231,106,-256,103,-270,59,-210,175,-160,188,-261,96,-256,98,-168,199,-238,109,-217,164,-263,112,-223,118,-251,111
30,-210,144,-237,107,-262,106,-275,59,-213,178,-164,194,-271,97,-270,105,-169,205,-245,115,-224,170,-268,114,-228,121,-259,114
31,-218,150,-244,108,-270,109,-284,60,-218,181,-165,200,-274,99,-279,109,-176,211,-250,122,-229,175,-274,117,-234,124,-268,116
32,-225,152,-253,108,-276,113,-289,63,-223,186,-169,209,-278,101,-284,112,-180,219,-258,124,-237,181,-284,121,-238,128,-276,117
33,-228,156,-260,113,-287,114,-296,66,-226,193,-176,214,-290,103,-292,112,-180,229,-265,127,-240,186,-289,123,-243,133,-282,121
34,-230,161,-272,118,-296,116,-300,67,-233,199,-180,221,-297,105,-299,117,-183,233,-270,128,-246,189,-297,127,-248,141,-287,124
35,-236,164,-278,118,-302,119,-306,70,-237,204,-184,225,-304,108,-303,120,-187,236,-285,133,-250,194,-304,128,-256,145,-300,128
36,-242,171,-286,121,-307,120,-316,76,-240,209,-187,229,-312,112,-314,123,-191,243,-288,134,-257,199,-313,131,-260,148,-301,134
37,-247,174,-294,125,-314,122,-328,77,-244,212,-192,236,-320,116,-317,126,-195,250,-296,136,-263,204,-322,131,-268,151,-308,136
38,-253,179,-303,128,-323,124,-336,79,-247,214,-198,243,-330,117,-324,127,-203,258,-301,138,-265,207,-332,134,-272,154,-314,141
39,-258,185,-315,131,-333,128,-344,79,-253,218,-204,250,-334,120,-330,131,-205,264,-307,140,-271,212,-335,137,-278,160,-319,143
40,-263,191,-322,132,-340,128,-353,81,-256,222,-208,257,-344,124,-336,135,-211,272,-314,145,-279,214,-337,139,-290,162,-324,145
41,-267,193,-334,135,-350,129,-366,84,-259,223,-214,261,-351,126,-345,137,-215,275,-321,148,-282,217,-348,144,-297,168,-326,149
42,-276,196,-343,136,-356,133,-370,89,-264,232,-220,268,-359,127,-349,140,-218,279,-325,150,-285,223,-354,147,-306,176,-332,151
43,-277,201,-352,137,-362,135,-378,90,-269,241,-225,277,-369,129,-354,143,-219,287,-337,153,-288,229,-358,148,-311,180,-340,155
44,-280,207,-365,140,-368,137,-387,93,-275,244,-230,278,-377,130,-364,144,-221,291,-346,157,-295,236,-365,153,-313,184,-348,156
45,-286,211,-376,142,-381,138,-397,95,-282,245,-232,284,-384,132,-367,147,-228,296,-350,159,-298,240,-372,161,-322,186,-357,156
46,-291,217,-386,144,-389,141,-406,97,-285,248,-235,288,-390,134,-375,147,-232,308,-356,161,-303,243,-379,165,-330,187,-366,161
47,-294,219,-392,145,-396,145,-416,97,-291,255,-242,291,-398,135,-382,152,-235,314,-365,165,-306,248,-385,169,-337,192,-374,164
48,-299,226,-401,146,-400,146,-421,100,-294,261,-245,300,-408,136,-393,156,-238,319,-377,171,-310,250,-391,173,-343,196,-379,165
49,-304,229,-407,150,-409,150,-430,101,-302,266,-248,304,-419,137,-404,160,-244,324,-378,175,-313,254,-402,177,-348,199,-384,166
50,-308,232,-417,155,-415,156,-440,104,-308,269,-250,311,-429,137,-412,160,-245,333,-389,179,-317,258,-408,181,-354,200,-387,170
51,-314,236,-426,156,-422,156,-448,106,-312,273,-253,315,-438,140,-428,160,-249,334,-404,180,-321,263,-416,184,-363,203,-392,172
52,-320,239,-433,160,-426,156,-459,108,-315,278,-256,323,-447,145,-437,166,-252,336,-411,183,-327,269,-422,189,-366,208,-398,175
53,-327,243,-441,163,-434,157,-468,108,-323,280,-262,331,-450,146,-442,169,-257,341,-418,185,-331,274,-429,191,-372,211,-410,181
54,-335,245,-446,163,-444,162,-478,111,-329,284,-266,335,-462,149,-455,169,-257,347,-426,190,-340,280,-433,191,-376,212,-417,182
55,-340,253,-452,168,-458,163,-486,112,-335,288,-272,337,-471,149,-460,171,-262,352,-432,193,-345,284,-439,193,-380,215,-428,186
56,-349,256,-458,171,-463,167,-494,114,-338,295,-276,340,-481,152,-469,173,-270,359,-438,194,-352,285,-443,198,-387,216,-437,189
57,-354,258,-464,172,-471,170,-505,117,-342,303,-279,346,-487,155,-476,177,-276,364,-443,198,-357,290,-448,199,-394,219,-449,191
58,-359,261,-473,172,-475,174,-518,119,-348,308,-285,352,-495,157,-483,179,-278,371,-448,203,-362,293,-452,201,-402,225,-459,192
59,-367,266,-483,175,-483,179,-528,119,-352,312,-288,359,-500,163,-492,181,-280,373,-455,206,-368,297,-457,207,-407,231,-464,192
60,-372,270,-488,182,-488,186,-534,122,-355,314,-291,365,-507,164,-501,186,-283,379,-461,215,-374,300,-461,211,-415,239,-467,194
61,-375,274,-493,182,-493,189,-540,122,-360,322,-300,371,-513,167,-507,192,-289,389,-469,217,-376,307,-468,213,-423,246,-472,195
62,-378,276,-503,184,-503,192,-548,122,-365,330,-305,375,-514,171,-513,192,-292,396,-474,221,-380,315,-476,219,-429,249,-479,203
63,-386,280,-514,185,-507,195,-554,123,-367,334,-308,382,-524,173,-522,194,-297,397,-479,226,-388,315,-481,225,-442,252,-486,208
64,-392,284,-521,187,-514,195,-566,125,-373,339,-314,386,-532,175,-528,195,-301,404,-481,237,-394,316,-488,229,-450,255,-493,210
65,-403,289,-526,190,-522,196,-575,125,-375,342,-317,392,-538,178,-536,197,-305,413,-492,239,-401,322,-492,231,-457,258,-500,213
66,-408,293,-538,192,-524,198,-581,129,-382,349,-322,398,-547,179,-538,198,-308,418,-502,244,-406,325,-498,235,-466,262,-507,217
67,-413,296,-544,196,-530,199,-589,129,-390,355,-329,402,-552,187,-548,202,-313,424,-507,246,-412,329,-502,236,-475,266,-512,221
68,-421,300,-553,199,-534,202,-600,131,-395,359,-332,410,-560,187,-555,203,-322,431,-512,248,-415,335,-508,239,-479,272,-520,222
69,-426,303,-558,201,-544,205,-606,133,-403,364,-337,417,-567,191,-560,204,-325,440,-519,250,-425,339,-516,242,-483,275,-528,223
70,-430,304,-563,203,-551,207,-614,136,-408,369,-344,422,-581,194,-566,205,-333,449,-523,254,-429,345,-523,247,-487,277,-534,226
71,-435,311,-569,205,-558,208,-627,139,-411,372,-349,427,-589,196,-573,208,-337,450,-531,255,-438,351,-531,250,-492,280,-541,231
72,-441,317,-580,205,-563,215,-638,141,-422,376,-351,431,-597,198,-580,211,-337,454,-542,257,-444,355,-536,251,-498,281,-551,232
73,-443,323,-592,210,-572,218,-649,143,-428,385,-358,437,-602,200,-586,215,-342,459,-545,262,-449,358,-543,253,-500,283,-555,234
74,-448,324,-603,212,-577,222,-653,144,-434,388,-364,443,-609,200,-594,217,-345,467,-552,266,-453,362,-547,255,-516,292,-561,236
75,-457,330,-612,215,-586,224,-657,146,-438,395,-366,448,-617,201,-598,219,-347,476,-556,268,-457,367,-561,258,-521,296,-570,238
76,-461,338,-615,218,-591,229,-666,150,-444,397,-371,454,-626,203,-602,220,-351,482,-562,271,-464,371,-568,261,-526,302,-580,241
77,-467,349,-617,218,-604,230,-675,152,-449,403,-374,458,-634,203,-609,222,-354,486,-567,275,-472,376,-572,264,-533,306,-593,242
78,-470,350,-624,219,-612,235,-685,153,-457,406,-377,464,-640,207,-614,228,-358,489,-576,278,-477,380,-577,267,-536,316,-602,247
79,-480,355,-630,224,-620,235,-698,154,-459,409,-378,469,-644,209,-623,234,-363,494,-586,282,-483,385,-580,269,-545,317,-610,249
