,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20
15,-300,147,-341,370,-130,18,-116,2,-233,148,-232,41,-148,17,-265,116,-219,70,-212,32,-150,3,-171,4,-128,4,-118,2,-164,8,-351,229,-193,53,-180,12,-138,10,-199,59,-121,6
16,-319,151,-357,388,-131,19,-119,2,-246,149,-253,43,-160,19,-270,119,-225,71,-217,33,-155,3,-175,4,-128,4,-119,2,-174,8,-366,238,-201,56,-184,12,-139,10,-206,61,-127,7
17,-335,155,-373,404,-132,19,-119,2,-252,152,-275,45,-165,19,-280,124,-231,75,-226,34,-157,3,-177,4,-134,4,-119,2,-180,11,-380,247,-209,58,-194,14,-140,10,-220,61,-132,7
18,-355,161,-387,426,-136,19,-120,2,-260,158,-285,46,-172,19,-286,129,-235,78,-235,35,-164,4,-181,4,-137,4,-120,2,-188,11,-404,255,-213,58,-197,15,-143,11,-226,62,-140,7
19,-372,165,-398,449,-136,19,-123,2,-279,164,-296,48,-176,19,-293,135,-241,80,-247,35,-166,4,-184,4,-142,4,-121,2,-198,11,-419,259,-219,60,-201,15,-146,11,-243,63,-144,7
20,-384,169,-410,462,-137,19,-125,2,-289,166,-308,48,-179,19,-317,137,-254,81,-250,36,-174,4,-185,4,-146,4,-124,2,-203,11,-442,268,-230,60,-214,16,-151,11,-247,64,-150,8
21,-404,171,-421,477,-139,19,-128,2,-297,168,-316,49,-183,19,-344,142,-262,82,-256,37,-177,4,-187,4,-154,4,-125,2,-209,11,-459,273,-234,60,-226,17,-153,11,-263,65,-158,8
22,-414,171,-450,496,-142,19,-130,2,-308,170,-321,49,-185,19,-354,144,-281,85,-260,37,-180,4,-197,4,-160,4,-126,2,-219,11,-475,278,-246,61,-229,19,-156,11,-273,65,-165,8
23,-423,173,-466,521,-142,19,-130,2,-320,171,-341,49,-187,19,-360,148,-294,87,-274,40,-184,4,-201,4,-161,4,-130,2,-234,11,-481,281,-257,61,-243,20,-157,11,-285,65,-170,8
24,-440,176,-482,547,-142,19,-132,2,-330,173,-360,50,-191,20,-373,149,-308,90,-279,40,-186,4,-203,4,-165,4,-138,2,-241,11,-493,285,-264,63,-249,20,-160,11,-293,66,-177,8
25,-451,177,-500,556,-142,19,-136,2,-343,179,-375,51,-203,20,-392,152,-327,92,-283,40,-191,4,-204,4,-171,4,-140,2,-250,11,-504,288,-272,64,-262,22,-162,11,-299,68,-179,8
26,-459,177,-520,568,-143,19,-138,2,-355,183,-393,55,-209,20,-407,159,-349,94,-289,40,-192,4,-206,4,-174,4,-142,2,-254,11,-513,295,-274,64,-270,23,-164,11,-321,71,-184,8
27,-472,179,-535,581,-146,19,-141,2,-364,185,-400,56,-216,20,-408,160,-357,96,-302,41,-193,5,-214,4,-181,4,-144,2,-273,11,-531,299,-287,64,-275,23,-170,11,-334,71,-195,9
28,-479,182,-555,607,-148,19,-143,2,-385,188,-417,57,-220,20,-412,162,-362,96,-306,41,-194,5,-221,4,-183,4,-147,2,-277,11,-553,302,-295,64,-286,23,-179,11,-344,72,-203,9
29,-490,185,-566,620,-149,19,-144,2,-393,190,-431,58,-228,21,-432,165,-383,101,-311,41,-203,5,-224,4,-188,4,-149,2,-287,11,-567,306,-309,64,-291,23,-180,11,-352,72,-210,9
30,-506,192,-575,631,-152,19,-144,2,-404,191,-449,59,-233,22,-440,165,-390,102,-318,42,-208,5,-226,4,-190,4,-150,2,-295,11,-596,318,-326,64,-299,23,-181,11,-368,72,-212,9
31,-541,196,-581,640,-153,19,-150,2,-415,193,-458,60,-236,22,-454,171,-401,103,-329,43,-209,5,-230,4,-193,4,-156,2,-298,11,-611,321,-336,65,-303,23,-186,11,-383,72,-220,10
32,-555,197,-602,650,-156,19,-150,2,-418,195,-480,61,-241,22,-467,176,-424,105,-334,44,-212,5,-238,4,-197,4,-159,2,-303,11,-624,324,-344,65,-314,23,-186,11,-393,72,-231,10
33,-582,201,-611,658,-157,19,-152,2,-428,195,-494,62,-245,22,-489,179,-433,108,-349,44,-215,5,-242,4,-210,4,-165,2,-306,11,-636,326,-354,66,-318,23,-187,11,-403,73,-239,10
34,-594,206,-621,666,-160,19,-153,2,-437,197,-511,63,-255,22,-498,184,-451,110,-361,44,-219,5,-251,4,-213,4,-165,2,-317,11,-646,330,-363,66,-321,23,-192,11,-415,74,-253,11
35,-603,207,-624,672,-161,19,-156,2,-444,198,-529,64,-264,22,-522,186,-473,110,-375,44,-221,5,-264,4,-216,4,-168,2,-324,11,-658,332,-377,66,-334,23,-194,11,-423,75,-262,11
36,-618,209,-624,672,-162,19,-160,2,-458,204,-540,64,-279,23,-541,190,-481,112,-389,44,-223,5,-267,4,-225,4,-170,2,-328,11,-676,336,-388,67,-344,24,-198,11,-434,76,-275,11
37,-629,211,-631,680,-165,19,-163,2,-470,206,-552,65,-282,24,-553,191,-501,112,-398,44,-233,5,-275,4,-229,4,-174,2,-333,11,-693,339,-398,67,-349,25,-200,11,-463,76,-280,11
38,-646,213,-637,690,-169,19,-167,2,-484,207,-582,68,-291,24,-564,192,-515,113,-401,45,-237,5,-283,4,-233,4,-176,2,-339,11,-706,341,-414,67,-357,25,-201,11,-471,76,-286,12
39,-659,215,-645,702,-171,19,-171,2,-497,208,-597,69,-302,24,-568,194,-522,113,-403,45,-241,5,-291,4,-237,4,-183,2,-341,11,-743,346,-424,68,-365,25,-201,11,-479,76,-305,12
40,-669,218,-653,714,-173,19,-171,2,-515,210,-624,70,-308,24,-576,195,-538,113,-406,45,-245,5,-294,4,-239,4,-187,2,-348,11,-760,349,-432,68,-384,26,-205,11,-493,76,-312,12
41,-687,220,-662,722,-173,19,-175,2,-523,213,-662,70,-308,24,-594,196,-547,113,-410,46,-246,5,-306,4,-246,4,-189,2,-355,11,-767,351,-443,68,-402,26,-205,11,-505,76,-319,13
42,-719,222,-670,734,-177,20,-183,2,-530,215,-676,70,-314,24,-612,199,-556,114,-423,47,-249,5,-307,4,-249,4,-192,2,-359,11,-781,357,-445,68,-411,27,-207,11,-517,78,-326,13
43,-738,223,-676,743,-180,20,-189,2,-543,218,-690,70,-317,24,-623,200,-569,115,-429,47,-255,5,-315,4,-258,4,-192,2,-367,11,-793,359,-459,69,-419,27,-215,11,-530,78,-338,13
44,-743,223,-685,752,-184,20,-196,2,-550,222,-711,70,-322,24,-638,201,-578,115,-433,47,-261,5,-322,4,-261,4,-194,2,-374,11,-809,363,-470,70,-434,27,-223,11,-547,81,-348,13
45,-757,225,-694,756,-186,20,-201,2,-563,222,-717,70,-327,24,-650,202,-604,117,-442,49,-263,5,-324,4,-265,4,-198,2,-379,11,-825,365,-483,71,-456,27,-227,11,-554,81,-363,14
46,-771,225,-698,759,-190,20,-203,2,-571,222,-742,70,-334,24,-662,204,-618,118,-452,49,-270,5,-325,4,-269,4,-199,2,-392,11,-842,368,-490,71,-467,27,-231,11,-570,82,-382,14
47,-784,228,-701,761,-190,20,-204,2,-584,223,-754,70,-342,24,-671,208,-636,118,-460,49,-282,5,-328,4,-273,4,-206,2,-393,11,-863,370,-496,71,-488,27,-234,11,-577,82,-410,14
48,-803,230,-707,764,-198,20,-205,2,-594,225,-764,70,-351,24,-686,209,-644,121,-464,49,-289,5,-332,4,-277,4,-215,2,-401,11,-882,371,-504,71,-500,27,-236,11,-590,84,-429,15
49,-826,232,-716,769,-202,20,-207,2,-603,225,-771,70,-361,24,-704,215,-656,122,-483,49,-295,5,-337,4,-283,4,-219,2,-407,11,-897,374,-513,71,-503,27,-238,11,-605,84,-438,15
50,-838,233,-722,777,-205,20,-211,3,-611,226,-779,70,-368,24,-738,217,-669,122,-490,49,-309,5,-342,4,-286,4,-225,2,-421,11,-912,375,-521,71,-514,27,-240,11,-615,84,-443,16
51,-853,235,-730,786,-208,20,-213,3,-620,227,-790,71,-379,24,-748,222,-687,123,-499,49,-319,5,-346,4,-288,4,-229,2,-423,11,-926,379,-531,71,-527,27,-246,11,-623,86,-459,16
52,-864,236,-735,787,-210,20,-222,3,-631,227,-810,73,-388,24,-770,227,-704,123,-504,49,-325,5,-350,4,-290,5,-241,2,-429,11,-932,382,-539,71,-541,29,-250,11,-630,86,-474,16
53,-882,240,-739,788,-212,20,-224,3,-639,228,-825,74,-399,24,-780,227,-715,123,-515,49,-329,5,-358,4,-294,5,-250,2,-437,11,-936,383,-552,72,-567,30,-252,11,-646,87,-487,16
54,-892,241,-743,792,-214,20,-230,3,-649,229,-839,74,-406,24,-796,227,-738,123,-524,49,-338,5,-365,4,-312,5,-258,2,-442,11,-942,385,-561,72,-575,30,-259,11,-653,87,-504,16
55,-906,242,-748,803,-216,20,-236,3,-657,230,-858,74,-424,26,-804,228,-749,123,-539,49,-342,5,-373,4,-317,5,-266,2,-448,11,-956,385,-567,72,-582,30,-262,11,-663,87,-520,17
56,-917,243,-754,806,-219,20,-242,3,-667,232,-869,76,-440,26,-810,229,-757,124,-550,49,-355,5,-378,4,-328,5,-272,2,-460,11,-965,386,-577,72,-588,30,-275,11,-676,87,-533,17
57,-937,244,-757,810,-221,20,-244,3,-672,232,-889,76,-452,26,-831,233,-771,124,-563,49,-360,5,-382,4,-342,5,-275,2,-468,11,-970,387,-591,72,-598,30,-281,11,-685,87,-543,17
58,-949,244,-759,813,-221,20,-253,3,-684,235,-903,76,-469,26,-841,236,-789,124,-573,49,-366,5,-392,4,-349,5,-278,2,-472,11,-979,388,-609,73,-605,31,-286,11,-694,87,-559,17
59,-958,244,-763,818,-222,21,-259,3,-696,235,-913,77,-476,26,-848,239,-801,124,-583,49,-377,5,-403,4,-360,5,-286,2,-483,11,-1000,391,-621,73,-610,31,-290,11,-702,87,-576,17
60,-973,244,-763,818,-225,21,-268,3,-709,235,-926,77,-480,26,-875,242,-809,124,-589,49,-382,5,-405,4,-369,5,-293,2,-496,11,-1011,392,-630,73,-621,31,-294,11,-720,87,-595,17
61,-984,244,-767,823,-227,21,-272,3,-722,237,-937,78,-498,26,-888,244,-821,124,-594,49,-396,5,-412,4,-385,5,-297,2,-507,11,-1011,392,-640,73,-635,31,-296,11,-736,87,-607,18
62,-992,245,-770,823,-230,21,-282,3,-727,237,-953,78,-501,26,-905,245,-833,124,-601,49,-405,5,-424,4,-389,5,-308,2,-511,11,-1021,395,-659,73,-643,31,-300,11,-749,87,-633,19
63,-992,245,-773,824,-232,21,-294,3,-738,237,-960,78,-520,26,-921,246,-853,125,-608,49,-413,5,-432,4,-391,5,-315,2,-518,11,-1028,397,-671,73,-658,31,-305,11,-763,87,-654,21
64,-1012,245,-773,824,-235,21,-303,3,-751,238,-973,78,-530,26,-936,247,-870,128,-623,50,-421,5,-433,4,-393,5,-324,2,-520,11,-1041,398,-678,73,-681,31,-308,11,-775,88,-661,21
65,-1025,245,-775,827,-237,21,-321,3,-760,238,-981,78,-536,26,-951,251,-882,129,-626,51,-430,5,-436,4,-404,5,-333,2,-534,11,-1047,398,-696,74,-693,31,-314,11,-784,88,-676,21
66,-1039,246,-775,827,-244,21,-332,3,-763,238,-989,78,-549,27,-963,251,-893,131,-637,53,-447,5,-443,4,-415,5,-341,2,-541,11,-1049,398,-705,76,-708,31,-318,11,-801,89,-690,21
67,-1048,246,-780,833,-248,21,-347,3,-775,239,-997,78,-555,28,-972,251,-909,132,-647,54,-456,6,-445,4,-430,5,-344,2,-548,11,-1054,399,-711,76,-718,31,-322,11,-818,90,-714,22
68,-1053,246,-784,837,-251,22,-351,3,-786,240,-1011,78,-571,28,-980,251,-918,135,-661,54,-461,6,-464,4,-446,5,-355,2,-557,11,-1060,401,-724,76,-725,31,-325,11,-828,90,-726,22
69,-1073,246,-785,840,-252,22,-362,3,-798,240,-1020,78,-591,28,-991,252,-930,135,-670,56,-465,6,-467,4,-462,5,-364,2,-562,11,-1075,402,-733,76,-742,31,-332,11,-832,90,-734,22
70,-1089,246,-789,846,-256,22,-369,3,-808,240,-1033,79,-608,28,-1001,253,-936,136,-678,57,-469,6,-472,4,-478,5,-369,2,-573,11,-1085,405,-738,77,-752,32,-338,11,-842,92,-750,22
71,-1104,248,-791,848,-261,22,-386,3,-821,240,-1047,79,-625,28,-1015,253,-942,136,-685,57,-478,6,-476,4,-483,5,-381,2,-582,11,-1090,405,-748,77,-758,32,-341,11,-863,92,-762,22
72,-1118,248,-791,848,-265,22,-393,3,-829,240,-1052,79,-638,28,-1028,257,-950,138,-696,57,-485,6,-492,4,-492,5,-389,2,-588,11,-1101,406,-761,77,-767,33,-345,11,-876,92,-784,23
73,-1121,249,-791,850,-266,22,-404,3,-836,241,-1068,80,-660,28,-1038,261,-963,139,-712,57,-498,6,-500,4,-500,5,-396,2,-594,11,-1104,407,-775,77,-783,33,-349,11,-881,92,-800,23
74,-1133,249,-793,854,-272,22,-415,3,-842,241,-1080,80,-674,28,-1050,262,-975,139,-716,57,-506,6,-507,4,-515,5,-402,2,-612,11,-1112,407,-779,78,-801,33,-365,11,-887,92,-807,23
75,-1137,250,-798,858,-277,22,-429,3,-853,242,-1089,80,-685,28,-1059,262,-988,140,-721,57,-516,6,-521,4,-519,5,-413,2,-626,11,-1115,407,-789,78,-810,33,-372,11,-907,92,-821,24
76,-1149,250,-801,860,-283,22,-440,3,-857,243,-1097,82,-696,28,-1071,263,-995,140,-730,57,-521,6,-528,4,-533,5,-429,2,-635,11,-1120,409,-798,78,-834,34,-378,11,-923,93,-827,24
77,-1157,250,-805,866,-289,22,-443,3,-861,243,-1117,82,-708,28,-1086,263,-1013,142,-738,58,-529,6,-533,4,-547,5,-436,2,-640,11,-1122,413,-806,78,-851,34,-386,11,-932,93,-843,24
78,-1163,251,-814,867,-289,22,-455,5,-867,243,-1126,82,-721,28,-1095,263,-1020,142,-748,58,-538,7,-540,4,-560,5,-451,2,-644,11,-1127,414,-816,78,-875,36,-392,11,-940,93,-862,25
79,-1174,251,-814,869,-292,22,-466,5,-870,243,-1136,82,-730,28,-1102,263,-1037,142,-760,58,-553,7,-550,4,-571,5,-459,2,-659,11,-1134,415,-836,79,-882,36,-402,11,-947,93,-875,25
