,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20,n21,p21,n22,p22,n23,p23
22,-362,57,-469,96,-665,402,-187,8,-578,168,-208,8,-123,3,-106,2,-161,2,-248,10,-307,47,-122,3,-207,8,-436,150,-404,71,-578,212,-138,2,-117,3,-324,94,-188,2,-129,2,-163,7,-183,9,-149,2
23,-402,64,-486,98,-678,407,-192,8,-590,169,-216,9,-126,3,-108,2,-165,2,-255,10,-312,48,-124,3,-212,8,-446,155,-427,75,-598,218,-139,2,-118,3,-337,95,-188,2,-130,2,-166,7,-191,11,-151,2
24,-423,67,-510,106,-687,413,-194,8,-607,174,-228,9,-130,3,-110,2,-174,2,-260,11,-332,51,-127,3,-221,8,-456,159,-442,78,-607,222,-140,2,-118,3,-346,96,-192,2,-131,2,-167,7,-203,11,-154,2
25,-436,67,-535,108,-704,418,-201,8,-645,174,-229,9,-133,3,-112,2,-177,2,-263,11,-339,51,-128,3,-227,8,-471,162,-457,80,-630,231,-141,2,-119,3,-358,96,-197,2,-135,2,-167,7,-217,13,-155,2
26,-454,74,-547,109,-717,420,-208,8,-661,177,-233,10,-135,3,-113,2,-184,2,-265,11,-358,55,-129,3,-237,8,-488,169,-476,84,-643,235,-144,2,-119,3,-379,99,-198,2,-135,2,-169,7,-230,13,-158,2
27,-481,83,-567,110,-730,424,-211,8,-678,179,-239,10,-138,3,-113,2,-190,2,-281,11,-366,55,-129,3,-241,8,-509,171,-498,90,-661,238,-145,2,-120,3,-385,101,-201,2,-136,2,-170,7,-240,14,-161,2
28,-490,86,-584,114,-737,427,-219,8,-688,180,-243,10,-143,3,-115,2,-190,2,-297,11,-378,56,-130,3,-247,8,-528,173,-530,92,-676,243,-146,2,-123,3,-402,102,-210,2,-137,2,-171,7,-254,15,-169,2
29,-506,87,-605,115,-751,434,-230,8,-700,182,-250,10,-147,3,-116,2,-194,2,-300,11,-386,57,-131,3,-252,8,-544,178,-549,95,-692,247,-149,2,-126,3,-423,103,-214,2,-138,2,-174,7,-274,15,-171,2
30,-524,89,-617,121,-764,439,-233,9,-715,185,-257,10,-151,3,-116,2,-197,2,-311,12,-408,59,-137,3,-255,8,-559,182,-560,95,-720,252,-149,2,-128,3,-433,103,-221,2,-141,2,-177,7,-284,16,-175,2
31,-534,90,-645,123,-780,448,-240,9,-728,186,-265,10,-152,3,-117,2,-200,2,-318,12,-426,62,-139,3,-258,8,-576,186,-570,97,-728,256,-150,2,-135,3,-440,103,-231,2,-142,2,-182,7,-310,16,-180,2
32,-551,93,-666,128,-787,451,-246,9,-757,187,-267,10,-157,3,-120,2,-202,2,-329,13,-437,65,-140,3,-260,9,-597,187,-603,101,-745,258,-150,2,-138,3,-452,104,-232,2,-145,2,-183,7,-314,17,-182,2
33,-567,99,-683,129,-797,454,-253,9,-776,189,-268,10,-162,3,-123,2,-207,2,-339,14,-441,65,-142,3,-265,9,-609,188,-621,101,-760,259,-152,2,-145,3,-477,109,-236,2,-152,2,-195,7,-326,17,-184,2
34,-586,102,-688,131,-806,458,-273,9,-792,191,-274,10,-164,3,-126,2,-215,2,-348,14,-447,68,-148,3,-269,9,-624,193,-641,105,-778,260,-154,2,-146,3,-500,112,-242,2,-155,2,-195,7,-337,17,-185,2
35,-599,102,-701,134,-826,466,-279,9,-803,192,-281,10,-169,3,-127,3,-216,2,-351,14,-476,69,-151,3,-271,9,-637,196,-658,108,-783,262,-159,2,-149,3,-514,113,-248,2,-156,2,-199,7,-364,19,-191,2
36,-627,104,-711,136,-840,470,-284,9,-810,192,-285,10,-171,3,-133,3,-219,2,-363,15,-502,73,-153,3,-275,9,-645,199,-674,109,-803,268,-159,2,-150,3,-529,114,-252,2,-159,2,-203,7,-384,19,-193,2
37,-639,106,-735,139,-852,475,-292,9,-823,193,-296,10,-175,3,-135,3,-220,2,-367,15,-512,75,-156,3,-278,9,-672,200,-686,110,-815,271,-159,2,-158,3,-534,116,-257,2,-165,2,-205,7,-416,20,-196,2
38,-659,106,-769,147,-858,476,-297,9,-838,193,-308,10,-178,3,-140,3,-222,2,-376,17,-530,77,-160,3,-279,9,-685,201,-712,112,-827,274,-160,2,-161,3,-543,118,-260,2,-168,2,-207,7,-425,20,-200,2
39,-677,110,-785,148,-866,476,-299,9,-849,195,-311,10,-182,3,-145,3,-229,2,-390,17,-555,79,-163,3,-279,9,-697,204,-737,114,-843,279,-161,2,-166,3,-555,122,-264,2,-172,2,-212,7,-435,21,-206,2
40,-696,112,-807,151,-874,480,-308,9,-861,197,-317,10,-183,3,-153,3,-237,2,-405,19,-562,80,-167,3,-283,9,-709,205,-749,116,-850,281,-165,2,-175,3,-583,123,-270,2,-174,2,-216,7,-446,21,-208,2
41,-713,113,-833,156,-883,487,-313,9,-871,198,-323,10,-189,3,-162,3,-241,2,-421,19,-573,81,-171,3,-284,9,-722,208,-768,116,-868,282,-166,2,-184,3,-594,123,-277,2,-175,2,-216,7,-461,22,-210,2
42,-734,115,-861,159,-890,488,-319,10,-883,198,-330,10,-198,3,-165,3,-247,2,-435,19,-593,83,-174,3,-290,9,-737,210,-794,117,-876,285,-170,2,-184,3,-600,125,-280,2,-175,2,-218,7,-476,23,-211,2
43,-750,119,-877,162,-899,490,-329,10,-895,199,-337,10,-209,3,-168,3,-252,2,-450,19,-606,84,-175,3,-291,9,-745,210,-815,118,-879,288,-176,2,-186,3,-628,126,-283,2,-180,2,-218,7,-493,25,-221,2
44,-770,123,-886,162,-908,492,-333,10,-910,200,-353,10,-215,4,-171,3,-257,2,-460,19,-628,86,-180,3,-294,9,-762,211,-843,119,-887,291,-178,2,-194,3,-642,126,-287,2,-184,2,-219,7,-501,26,-224,2
45,-786,125,-909,168,-917,494,-339,11,-915,201,-362,10,-224,4,-172,3,-262,2,-473,19,-637,88,-184,3,-298,9,-771,214,-868,121,-899,292,-182,2,-198,3,-657,127,-291,2,-187,2,-221,7,-524,29,-226,2
46,-808,129,-922,171,-927,496,-351,11,-924,201,-369,10,-229,4,-178,3,-263,2,-493,19,-649,88,-189,3,-303,9,-790,215,-896,123,-906,293,-184,2,-202,3,-663,128,-295,2,-194,2,-224,7,-532,30,-236,2
47,-825,130,-945,172,-933,499,-357,12,-934,202,-378,10,-241,4,-182,3,-266,2,-502,21,-664,88,-195,3,-306,9,-802,215,-915,124,-919,297,-188,2,-209,3,-675,128,-302,2,-203,2,-226,7,-547,30,-239,2
48,-840,133,-956,174,-937,505,-367,12,-957,204,-385,10,-250,4,-183,3,-272,2,-516,22,-680,90,-203,3,-309,9,-808,218,-925,126,-927,298,-192,2,-215,3,-703,128,-307,2,-209,2,-233,7,-554,31,-242,2
49,-857,135,-967,179,-941,506,-376,12,-968,204,-389,10,-254,4,-184,3,-275,2,-540,22,-710,93,-208,3,-313,9,-816,218,-936,127,-941,302,-195,2,-220,3,-714,128,-312,2,-213,2,-234,7,-570,33,-259,2
50,-873,136,-981,181,-950,508,-385,13,-977,204,-391,10,-263,4,-188,3,-284,2,-562,22,-721,94,-217,3,-318,9,-829,220,-952,128,-951,302,-197,2,-224,3,-740,129,-314,2,-220,2,-236,7,-587,33,-261,2
51,-892,140,-993,181,-959,509,-392,13,-983,204,-403,10,-277,4,-193,3,-289,2,-570,22,-738,96,-222,3,-325,9,-842,220,-968,129,-958,305,-201,2,-233,3,-750,130,-317,2,-228,2,-242,7,-604,33,-270,2
52,-916,144,-1000,182,-964,510,-405,13,-989,205,-407,10,-286,4,-200,3,-293,2,-588,22,-748,97,-226,3,-329,9,-856,220,-981,129,-972,305,-208,2,-249,3,-764,131,-320,3,-237,3,-245,7,-619,33,-276,2
53,-929,145,-1016,183,-972,512,-414,13,-1001,206,-413,10,-289,4,-204,3,-304,2,-599,22,-761,99,-228,3,-333,9,-867,222,-1001,129,-985,305,-211,2,-254,3,-781,132,-328,3,-247,3,-249,7,-629,34,-292,2
54,-952,148,-1030,185,-978,512,-430,13,-1007,207,-425,10,-292,5,-207,3,-308,2,-606,22,-772,100,-237,3,-334,9,-879,223,-1018,131,-991,305,-213,2,-258,3,-800,134,-335,3,-257,3,-251,7,-654,35,-299,2
55,-963,150,-1036,187,-985,513,-438,13,-1019,209,-434,10,-300,5,-214,3,-317,2,-627,24,-789,102,-246,3,-336,9,-901,225,-1028,133,-1001,306,-216,2,-263,3,-811,135,-337,3,-263,3,-258,7,-671,35,-303,2
56,-982,152,-1046,189,-1001,515,-444,13,-1024,209,-438,10,-305,5,-222,3,-326,2,-634,24,-813,103,-253,3,-341,9,-919,225,-1048,135,-1011,306,-223,2,-269,3,-822,135,-344,3,-266,3,-261,7,-687,36,-307,2
57,-992,154,-1060,192,-1007,518,-450,13,-1029,209,-441,10,-313,5,-223,3,-334,2,-647,24,-847,105,-259,3,-344,9,-931,225,-1062,136,-1023,306,-233,2,-274,3,-835,135,-350,3,-275,3,-263,7,-706,36,-317,2
58,-995,157,-1075,194,-1015,519,-462,13,-1034,209,-446,10,-329,5,-230,3,-339,2,-663,24,-853,107,-271,3,-346,9,-946,225,-1082,137,-1035,311,-242,2,-285,3,-846,135,-355,3,-288,3,-267,7,-712,37,-324,2
59,-1016,161,-1085,196,-1022,519,-465,13,-1043,209,-449,10,-338,5,-231,3,-343,2,-677,24,-863,109,-276,3,-348,9,-958,226,-1092,138,-1048,312,-243,2,-297,3,-867,138,-364,3,-307,3,-277,7,-727,37,-330,2
60,-1027,164,-1101,199,-1029,519,-474,13,-1045,209,-454,10,-352,5,-237,3,-350,2,-694,25,-876,110,-279,4,-357,9,-965,226,-1101,139,-1053,315,-248,2,-307,3,-885,138,-368,3,-318,3,-280,8,-744,39,-346,2
61,-1040,164,-1106,200,-1036,520,-485,13,-1056,209,-466,10,-365,5,-245,3,-354,2,-705,25,-895,110,-289,4,-361,9,-973,228,-1111,139,-1063,316,-256,2,-323,3,-897,139,-372,3,-333,3,-283,8,-755,39,-355,2
62,-1047,165,-1118,200,-1039,521,-492,13,-1064,209,-470,10,-375,5,-256,3,-361,2,-714,25,-916,113,-295,4,-365,9,-989,228,-1134,139,-1071,317,-261,2,-338,3,-911,139,-376,3,-345,3,-289,8,-771,39,-361,2
63,-1071,167,-1123,200,-1047,523,-503,13,-1074,209,-475,10,-384,5,-256,3,-370,2,-719,25,-931,115,-309,4,-371,9,-999,229,-1149,141,-1074,320,-269,2,-349,3,-920,139,-384,3,-360,3,-300,8,-778,39,-371,2
64,-1085,168,-1134,200,-1053,524,-516,13,-1082,210,-485,10,-392,5,-268,3,-383,2,-727,27,-952,115,-314,4,-377,9,-1005,229,-1166,141,-1080,320,-276,2,-358,3,-938,140,-386,3,-363,3,-304,8,-795,41,-379,2
65,-1097,169,-1142,201,-1058,526,-527,13,-1094,210,-492,10,-411,5,-278,3,-386,2,-733,28,-968,115,-335,4,-380,9,-1012,229,-1176,141,-1090,323,-287,2,-372,3,-951,140,-390,3,-373,3,-308,8,-803,41,-387,2
66,-1104,169,-1153,202,-1064,528,-533,13,-1105,210,-503,10,-422,5,-282,3,-394,2,-745,28,-984,116,-349,4,-381,9,-1024,229,-1181,143,-1109,324,-301,2,-386,3,-959,140,-396,3,-380,3,-312,8,-820,41,-396,2
67,-1116,170,-1164,204,-1073,528,-544,13,-1112,211,-513,10,-428,5,-288,3,-398,2,-764,28,-994,116,-362,4,-388,9,-1035,233,-1190,143,-1113,324,-313,2,-397,3,-973,140,-401,3,-395,3,-318,8,-828,41,-408,2
68,-1122,170,-1171,205,-1079,528,-556,14,-1116,211,-519,11,-447,5,-292,3,-406,2,-777,28,-1009,117,-377,4,-391,9,-1042,234,-1195,143,-1131,327,-324,2,-409,3,-990,141,-405,3,-407,3,-323,8,-839,41,-419,2
69,-1131,176,-1183,207,-1085,529,-565,15,-1130,211,-528,11,-460,5,-297,3,-415,2,-794,29,-1021,117,-387,4,-394,9,-1047,235,-1201,144,-1140,327,-339,2,-428,3,-1000,141,-408,3,-418,3,-325,8,-846,41,-431,2
70,-1144,176,-1193,208,-1089,531,-568,15,-1138,213,-546,11,-475,5,-302,3,-427,2,-801,29,-1041,117,-392,4,-398,9,-1057,236,-1215,144,-1151,331,-346,2,-443,3,-1007,141,-413,3,-425,3,-328,8,-858,41,-446,2
71,-1154,178,-1202,210,-1089,531,-585,15,-1144,213,-553,11,-496,5,-310,3,-435,2,-816,29,-1049,118,-402,4,-403,9,-1065,236,-1227,145,-1157,331,-354,2,-456,3,-1012,141,-423,3,-444,3,-336,8,-869,42,-455,2
72,-1164,178,-1211,210,-1089,531,-591,15,-1152,214,-559,11,-508,5,-314,3,-451,2,-832,29,-1071,120,-415,4,-408,9,-1073,237,-1246,147,-1163,332,-362,2,-468,4,-1021,141,-432,3,-449,3,-340,8,-887,42,-462,2
73,-1173,178,-1220,211,-1094,532,-599,15,-1158,214,-568,12,-520,5,-321,3,-461,2,-842,29,-1083,121,-431,4,-413,9,-1082,238,-1252,147,-1180,333,-375,2,-486,4,-1037,141,-438,3,-460,3,-342,8,-894,42,-473,2
74,-1180,181,-1225,212,-1097,535,-606,16,-1161,214,-580,12,-533,5,-328,3,-478,2,-846,29,-1107,122,-435,4,-419,9,-1089,239,-1266,147,-1186,334,-386,2,-498,4,-1046,141,-453,3,-471,3,-347,8,-907,43,-486,2
75,-1194,184,-1239,212,-1100,536,-621,16,-1172,214,-587,12,-544,5,-334,3,-487,2,-852,29,-1121,122,-452,4,-427,9,-1095,240,-1276,147,-1191,336,-394,2,-517,4,-1049,143,-458,3,-478,4,-350,8,-921,43,-501,2
76,-1204,185,-1248,212,-1105,537,-630,16,-1176,215,-606,12,-561,5,-342,3,-504,2,-858,29,-1130,122,-461,4,-429,9,-1101,243,-1289,147,-1198,336,-403,2,-533,4,-1062,143,-463,3,-495,4,-353,8,-932,43,-511,2
77,-1217,186,-1255,213,-1108,537,-637,16,-1191,217,-618,12,-571,5,-351,3,-513,2,-872,29,-1141,123,-474,4,-435,9,-1110,245,-1293,147,-1203,336,-408,2,-547,4,-1068,146,-475,3,-505,4,-360,8,-939,43,-533,2
78,-1217,186,-1261,213,-1111,538,-648,16,-1195,217,-626,12,-577,5,-359,3,-531,2,-881,29,-1149,124,-488,4,-439,9,-1115,246,-1301,148,-1213,337,-419,2,-580,4,-1084,148,-482,3,-514,4,-365,8,-952,43,-550,2
79,-1228,187,-1270,214,-1113,539,-657,16,-1203,217,-631,12,-588,5,-371,3,-543,2,-888,30,-1162,124,-493,4,-443,9,-1123,246,-1312,148,-1219,337,-433,2,-606,4,-1093,148,-490,3,-536,4,-373,8,-961,43,-557,2
80,-1242,188,-1275,215,-1116,540,-663,16,-1211,219,-643,12,-595,5,-378,3,-556,2,-896,31,-1182,125,-509,4,-446,9,-1129,248,-1320,148,-1225,337,-440,3,-633,4,-1098,149,-494,3,-559,4,-378,8,-969,43,-565,2
81,-1250,191,-1281,215,-1118,541,-673,16,-1220,220,-648,12,-610,5,-381,3,-571,2,-914,31,-1195,126,-515,4,-448,9,-1136,249,-1326,149,-1230,337,-461,3,-643,4,-1109,149,-498,3,-579,4,-383,8,-986,43,-579,2
82,-1256,191,-1290,216,-1121,541,-680,16,-1228,220,-657,12,-620,5,-392,3,-576,2,-928,31,-1204,126,-528,4,-458,9,-1149,250,-1330,149,-1237,337,-488,3,-662,4,-1121,149,-503,3,-592,4,-390,8,-996,43,-586,2
83,-1261,192,-1295,216,-1121,541,-687,16,-1236,221,-680,12,-638,5,-407,3,-589,2,-937,31,-1213,127,-543,4,-463,9,-1154,250,-1338,149,-1246,337,-504,3,-673,4,-1127,149,-509,3,-613,4,-395,8,-1003,43,-597,2
84,-1272,193,-1304,216,-1127,541,-698,16,-1240,221,-685,12,-653,5,-409,3,-604,2,-945,31,-1222,128,-557,4,-471,9,-1167,254,-1347,149,-1252,338,-515,3,-685,4,-1132,149,-523,3,-634,4,-399,8,-1013,43,-608,2
85,-1279,196,-1312,218,-1129,542,-707,16,-1243,221,-695,12,-664,5,-421,3,-613,2,-964,31,-1238,130,-572,5,-477,9,-1175,254,-1352,149,-1256,338,-526,3,-704,4,-1138,151,-531,3,-642,4,-408,8,-1020,43,-625,2
86,-1286,196,-1322,218,-1129,542,-710,17,-1252,221,-710,12,-673,5,-436,3,-623,2,-975,31,-1247,131,-589,5,-480,9,-1183,254,-1362,150,-1259,338,-539,3,-722,4,-1146,151,-541,3,-654,4,-415,8,-1034,44,-640,2
87,-1296,196,-1328,219,-1129,542,-717,17,-1260,222,-723,12,-685,5,-446,4,-632,2,-997,31,-1252,131,-605,5,-485,9,-1194,254,-1370,150,-1264,338,-554,3,-739,4,-1153,153,-549,3,-660,4,-421,8,-1045,44,-658,2
88,-1304,198,-1338,219,-1134,544,-723,17,-1265,223,-732,12,-692,5,-456,4,-646,2,-1010,31,-1258,131,-631,5,-490,9,-1204,254,-1377,150,-1268,338,-574,3,-757,4,-1157,153,-557,3,-677,4,-425,8,-1054,44,-668,2
89,-1307,200,-1342,220,-1136,545,-732,17,-1270,223,-743,12,-697,5,-475,4,-663,2,-1023,31,-1271,131,-641,5,-495,9,-1214,254,-1382,150,-1271,338,-597,3,-770,4,-1167,153,-568,3,-696,4,-429,8,-1064,44,-680,2
90,-1314,203,-1348,220,-1141,546,-745,17,-1274,223,-752,12,-705,5,-490,4,-672,2,-1032,31,-1278,131,-657,5,-499,9,-1219,255,-1385,152,-1277,339,-610,4,-784,4,-1171,154,-576,3,-715,4,-440,8,-1075,44,-704,2
91,-1321,203,-1363,220,-1144,547,-760,17,-1280,223,-759,12,-725,5,-499,4,-696,2,-1041,31,-1286,131,-674,5,-502,9,-1222,255,-1391,153,-1280,339,-625,4,-794,4,-1179,155,-583,3,-730,4,-445,8,-1086,44,-715,2
92,-1330,204,-1369,221,-1147,547,-768,17,-1283,223,-768,12,-742,6,-509,4,-702,2,-1049,31,-1293,131,-699,5,-510,9,-1232,257,-1399,153,-1282,340,-647,4,-805,4,-1184,155,-596,3,-749,4,-448,8,-1096,45,-726,2
93,-1338,204,-1373,221,-1149,547,-775,17,-1288,225,-772,12,-760,6,-521,4,-720,2,-1055,31,-1299,131,-726,5,-514,9,-1238,258,-1405,153,-1286,340,-660,4,-825,4,-1188,156,-601,3,-768,4,-458,8,-1109,45,-741,2
94,-1344,204,-1381,221,-1151,547,-785,18,-1292,225,-784,12,-776,6,-536,4,-733,2,-1067,31,-1308,132,-736,6,-520,9,-1244,258,-1409,153,-1287,340,-684,4,-845,4,-1194,156,-607,3,-781,4,-464,8,-1120,45,-758,2
95,-1345,204,-1389,221,-1155,548,-797,18,-1296,225,-790,12,-795,6,-548,4,-742,2,-1078,32,-1315,132,-750,6,-527,9,-1248,258,-1414,153,-1296,342,-705,4,-862,4,-1199,157,-612,3,-804,4,-470,8,-1126,45,-778,2
96,-1350,204,-1393,221,-1155,548,-805,18,-1302,225,-796,12,-809,7,-560,4,-754,2,-1098,32,-1319,133,-764,6,-534,9,-1255,259,-1420,153,-1300,342,-719,4,-880,4,-1208,157,-627,3,-825,4,-479,8,-1130,45,-796,2
97,-1358,205,-1397,221,-1155,548,-813,18,-1310,226,-806,12,-822,7,-574,4,-773,2,-1107,32,-1327,133,-779,6,-539,9,-1257,259,-1426,153,-1303,343,-747,4,-900,4,-1216,158,-631,3,-839,4,-485,8,-1140,45,-810,2
98,-1366,205,-1397,221,-1155,548,-827,18,-1314,227,-816,12,-835,7,-588,4,-786,2,-1120,32,-1333,133,-799,6,-550,9,-1268,261,-1430,154,-1305,343,-765,4,-921,4,-1220,159,-639,3,-855,4,-495,8,-1148,45,-817,2
99,-1370,207,-1397,221,-1155,548,-840,18,-1317,227,-829,12,-855,7,-602,4,-801,2,-1136,32,-1342,134,-817,8,-554,9,-1272,261,-1435,154,-1308,343,-781,4,-935,4,-1227,159,-658,3,-866,4,-504,8,-1153,45,-830,2
