,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13
18,-119,119,-172,65,-169,75,-189,45,-131,128,-97,136,-178,51,-178,63,-102,150,-181,71,-146,97,-169,80,-166,99,-187,67
19,-125,120,-177,68,-179,81,-195,45,-139,133,-106,140,-190,52,-188,67,-104,154,-188,72,-149,102,-175,86,-168,101,-195,71
20,-127,127,-190,73,-185,83,-203,45,-142,138,-109,147,-200,53,-194,72,-109,159,-190,74,-156,107,-187,90,-172,105,-200,73
21,-137,134,-197,76,-187,86,-214,46,-146,145,-115,150,-207,53,-201,72,-111,167,-200,76,-159,117,-195,91,-176,109,-206,77
22,-145,136,-204,79,-191,90,-217,47,-150,151,-117,156,-216,58,-209,78,-117,176,-205,76,-165,122,-200,94,-182,111,-214,84
23,-151,141,-213,82,-197,93,-223,50,-153,152,-121,164,-226,60,-219,82,-119,181,-208,79,-169,126,-203,100,-192,116,-223,87
24,-163,150,-223,86,-200,95,-230,52,-156,156,-124,168,-235,60,-228,84,-120,187,-218,84,-178,133,-208,103,-196,119,-225,89
25,-170,159,-228,89,-204,98,-239,52,-158,157,-130,174,-247,60,-236,88,-122,199,-226,85,-183,133,-216,106,-204,121,-235,91
26,-177,161,-233,94,-209,104,-249,54,-165,164,-135,179,-255,61,-245,90,-129,202,-231,89,-190,134,-221,111,-209,124,-241,94
27,-181,164,-245,94,-218,107,-258,57,-172,170,-139,184,-263,62,-251,95,-134,207,-240,92,-195,137,-229,114,-216,125,-245,96
28,-186,169,-249,97,-223,111,-263,59,-175,173,-145,187,-270,64,-256,98,-143,212,-250,97,-201,146,-237,117,-223,125,-256,98
29,-196,172,-253,99,-231,114,-270,60,-186,176,-148,193,-276,69,-260,99,-147,214,-258,102,-204,151,-245,118,-232,128,-267,102
30,-199,176,-261,103,-241,118,-279,62,-189,182,-149,201,-288,73,-264,104,-150,222,-263,104,-209,154,-252,121,-238,130,-272,106
31,-202,178,-268,106,-248,118,-288,67,-194,190,-156,205,-298,78,-267,106,-153,226,-267,107,-216,163,-256,124,-247,133,-279,110
32,-203,184,-270,107,-252,121,-294,67,-203,194,-159,213,-307,80,-278,109,-158,233,-269,112,-223,167,-262,124,-256,141,-287,117
33,-209,191,-278,109,-255,123,-299,70,-208,199,-164,216,-319,82,-285,113,-165,238,-275,114,-228,175,-269,127,-261,143,-298,117
34,-215,195,-287,112,-263,127,-307,71,-216,200,-168,220,-330,85,-290,115,-172,241,-288,120,-230,176,-276,128,-268,148,-303,119
35,-223,200,-294,115,-271,129,-313,73,-220,207,-173,224,-343,87,-296,117,-175,245,-298,122,-236,179,-283,130,-271,150,-314,122
36,-227,203,-304,116,-280,132,-326,75,-224,215,-179,232,-355,88,-301,119,-179,247,-305,127,-238,180,-294,130,-276,153,-320,125
37,-232,205,-309,120,-288,136,-337,77,-227,224,-186,233,-363,91,-310,119,-179,254,-310,132,-242,184,-299,134,-286,160,-327,126
38,-233,210,-316,125,-294,136,-345,82,-234,228,-191,241,-374,92,-317,122,-182,262,-316,135,-249,186,-301,134,-295,166,-333,131
39,-239,213,-325,126,-300,138,-357,84,-238,230,-196,247,-381,96,-324,124,-188,270,-320,138,-253,192,-308,137,-298,174,-337,137
40,-242,217,-330,128,-305,140,-369,85,-242,235,-202,251,-395,98,-333,126,-190,273,-328,143,-259,199,-314,142,-305,177,-341,141
41,-251,221,-341,130,-317,143,-374,87,-246,237,-207,256,-399,103,-339,128,-195,279,-335,145,-265,203,-322,143,-312,179,-350,143
42,-255,225,-352,132,-329,146,-385,91,-250,240,-212,263,-410,106,-347,129,-197,284,-340,145,-268,207,-327,149,-316,184,-355,146
43,-263,229,-356,135,-334,149,-394,93,-251,244,-216,269,-418,110,-354,135,-201,290,-349,147,-276,213,-334,151,-322,186,-363,148
44,-269,238,-364,137,-343,151,-400,95,-258,249,-221,272,-427,112,-360,140,-203,294,-359,149,-284,214,-346,152,-326,190,-366,151
45,-276,243,-373,142,-347,157,-412,97,-261,254,-226,276,-433,113,-363,142,-205,300,-362,152,-293,215,-350,154,-332,196,-377,159
46,-281,246,-379,144,-356,159,-424,98,-265,260,-233,282,-438,118,-369,148,-209,304,-369,154,-301,223,-353,158,-339,200,-381,159
47,-288,251,-389,145,-362,161,-435,98,-273,261,-237,287,-445,121,-379,151,-212,308,-373,159,-303,228,-360,161,-350,206,-384,163
48,-293,257,-398,150,-368,165,-445,100,-277,265,-240,293,-451,123,-387,152,-218,315,-378,161,-310,235,-368,162,-354,211,-388,166
49,-301,263,-404,151,-372,166,-451,104,-281,271,-244,301,-459,125,-391,154,-224,321,-384,164,-317,240,-376,165,-358,215,-399,169
50,-307,268,-407,155,-381,169,-463,106,-287,277,-245,305,-461,127,-397,155,-226,328,-391,172,-321,245,-386,167,-368,220,-403,173
51,-313,269,-413,158,-394,172,-471,109,-292,284,-250,310,-471,130,-400,156,-237,334,-397,174,-324,245,-392,168,-376,224,-411,176
52,-324,274,-419,161,-399,176,-476,112,-300,290,-253,317,-477,132,-409,160,-241,341,-399,176,-332,248,-397,172,-382,227,-415,181
53,-325,276,-426,165,-411,180,-482,112,-308,296,-266,322,-480,133,-419,163,-242,345,-408,183,-335,251,-400,175,-389,231,-423,184
54,-330,278,-437,167,-416,185,-492,112,-314,303,-269,325,-488,134,-426,167,-252,347,-414,187,-341,257,-408,178,-395,233,-429,186
55,-339,285,-443,167,-426,188,-497,113,-320,307,-270,332,-494,137,-435,170,-253,355,-419,188,-346,259,-416,182,-410,236,-432,191
56,-344,288,-453,170,-430,190,-504,118,-323,311,-274,339,-505,141,-443,172,-256,359,-429,188,-350,262,-427,186,-415,241,-439,193
57,-349,291,-459,172,-435,193,-514,120,-329,315,-280,342,-509,146,-447,172,-262,365,-435,191,-355,265,-440,186,-425,246,-450,197
58,-358,296,-468,175,-445,194,-516,123,-334,318,-284,345,-516,146,-452,176,-268,373,-446,192,-360,269,-447,189,-429,250,-462,199
59,-362,299,-476,178,-451,198,-526,125,-339,321,-286,353,-519,150,-460,181,-270,379,-452,195,-364,271,-455,196,-438,254,-467,205
60,-371,299,-482,181,-461,201,-533,126,-343,325,-290,358,-527,154,-468,182,-276,384,-463,200,-368,275,-460,199,-448,257,-473,206
61,-382,303,-490,184,-467,203,-540,130,-345,330,-295,359,-534,157,-471,188,-281,392,-470,202,-374,280,-464,205,-455,261,-479,209
62,-385,306,-497,185,-475,208,-546,134,-350,333,-300,362,-540,158,-481,189,-285,402,-474,205,-379,285,-472,209,-467,266,-486,211
63,-391,310,-503,192,-479,211,-552,140,-355,338,-306,369,-554,159,-492,194,-286,407,-481,206,-383,288,-475,215,-472,268,-492,212
64,-396,314,-507,198,-486,214,-563,142,-361,343,-310,373,-561,160,-501,196,-288,417,-485,211,-389,293,-481,216,-479,271,-497,218
65,-400,320,-517,198,-494,215,-570,144,-362,347,-315,376,-565,167,-508,199,-295,424,-490,217,-397,300,-490,222,-484,271,-502,221
66,-408,324,-526,201,-500,220,-574,151,-373,354,-321,380,-568,169,-513,204,-301,426,-497,220,-402,303,-494,225,-492,272,-510,222
67,-415,328,-533,201,-505,222,-582,153,-376,356,-327,383,-579,172,-520,209,-307,432,-506,222,-406,311,-500,230,-498,277,-518,222
68,-423,329,-540,205,-511,224,-589,155,-385,360,-336,386,-586,175,-526,211,-310,436,-517,226,-414,315,-504,232,-503,283,-526,223
69,-429,334,-546,207,-521,227,-595,157,-391,364,-338,393,-592,176,-536,212,-315,441,-523,231,-421,320,-509,236,-508,288,-535,225
70,-435,336,-558,209,-535,231,-607,159,-398,369,-344,399,-600,181,-541,215,-317,444,-529,234,-423,324,-513,236,-511,292,-543,227
71,-443,340,-568,213,-541,234,-613,160,-401,372,-348,405,-608,188,-553,217,-319,448,-536,239,-428,330,-520,237,-513,295,-553,228
72,-449,344,-576,215,-549,236,-616,160,-407,374,-356,412,-615,194,-563,219,-326,454,-541,240,-434,332,-526,240,-526,297,-560,229
73,-454,346,-585,217,-556,237,-619,162,-414,380,-363,416,-623,197,-569,223,-331,463,-547,248,-440,338,-532,242,-531,300,-565,232
74,-458,349,-593,218,-561,240,-630,164,-418,383,-366,418,-630,198,-575,224,-342,472,-555,252,-448,344,-540,247,-534,302,-574,235
75,-465,352,-602,218,-568,242,-638,170,-426,386,-371,425,-636,199,-583,225,-347,478,-559,257,-452,349,-550,250,-536,305,-581,240
76,-473,355,-611,220,-576,248,-645,170,-429,390,-378,434,-641,199,-586,228,-350,483,-568,263,-456,356,-553,254,-542,309,-589,244
77,-479,358,-616,226,-583,251,-650,172,-434,392,-380,443,-646,201,-593,229,-352,491,-575,264,-462,362,-562,260,-550,313,-599,247
78,-484,363,-625,229,-588,252,-662,174,-439,400,-386,450,-649,203,-599,235,-359,497,-586,268,-465,366,-567,261,-556,315,-603,249
79,-488,368,-630,230,-593,255,-671,177,-445,404,-389,457,-654,206,-608,237,-365,503,-593,269,-471,369,-577,265,-564,321,-611,250
