,n0,p0,n1,p1,n2,p2,n3,p3,n4,p4,n5,p5,n6,p6,n7,p7,n8,p8,n9,p9,n10,p10,n11,p11,n12,p12,n13,p13,n14,p14,n15,p15,n16,p16,n17,p17,n18,p18,n19,p19,n20,p20
10,-166,25,-110,125,-206,5,-200,2,-186,32,-210,13,-204,6,-164,44,-192,20,-200,14,-209,3,-195,2,-193,3,-220,3,-200,4,-164,51,-207,12,-195,8,-204,6,-184,15,-203,5
11,-180,27,-113,129,-215,5,-215,2,-193,34,-225,15,-212,7,-171,44,-201,23,-207,15,-214,3,-207,2,-201,3,-231,3,-213,4,-169,55,-215,12,-202,8,-217,6,-188,16,-213,5
12,-188,28,-117,136,-225,5,-229,2,-199,37,-236,16,-218,7,-177,45,-210,24,-213,15,-227,3,-221,2,-211,3,-243,3,-220,4,-177,56,-231,13,-209,8,-224,6,-196,17,-224,5
13,-196,28,-120,141,-237,5,-236,2,-205,39,-244,17,-229,7,-182,46,-221,24,-223,15,-236,3,-232,2,-218,3,-257,3,-233,4,-185,59,-239,14,-217,8,-237,6,-209,18,-235,5
14,-202,28,-125,143,-249,5,-244,2,-214,41,-263,19,-243,7,-193,47,-233,24,-230,15,-243,3,-240,2,-230,3,-262,3,-243,4,-192,60,-248,14,-227,9,-247,6,-221,18,-243,5
15,-212,31,-131,145,-259,5,-255,2,-230,43,-273,20,-247,7,-195,50,-243,24,-239,15,-247,3,-250,2,-237,3,-268,3,-251,4,-201,64,-256,14,-240,9,-260,6,-237,19,-254,6
16,-221,31,-132,150,-271,5,-273,2,-236,44,-281,20,-257,8,-204,51,-256,24,-248,17,-257,3,-256,2,-251,3,-276,3,-263,5,-207,69,-261,14,-256,9,-265,6,-244,20,-263,6
17,-231,34,-139,159,-281,5,-284,2,-246,46,-291,20,-270,8,-215,56,-264,25,-255,17,-264,3,-264,2,-260,3,-282,3,-269,5,-218,71,-269,15,-259,9,-275,6,-255,20,-273,7
18,-238,36,-142,166,-289,5,-294,2,-259,48,-303,20,-277,8,-228,58,-270,27,-269,17,-269,3,-270,2,-272,3,-291,3,-282,5,-224,76,-279,15,-261,9,-290,6,-266,20,-281,7
19,-244,37,-146,173,-300,5,-304,2,-266,49,-313,21,-287,8,-230,61,-276,29,-279,18,-280,3,-280,2,-276,3,-306,3,-294,5,-235,77,-291,17,-271,9,-299,6,-273,20,-295,7
20,-248,38,-153,178,-307,5,-313,2,-272,51,-323,21,-297,8,-235,63,-281,29,-291,18,-287,3,-289,2,-290,3,-315,3,-310,5,-238,79,-303,18,-285,10,-318,6,-286,21,-299,7
21,-256,39,-156,179,-323,5,-322,2,-281,51,-329,21,-304,9,-244,66,-289,33,-295,18,-305,3,-302,2,-302,3,-320,3,-319,5,-249,81,-314,18,-291,10,-331,6,-301,21,-305,7
22,-266,42,-159,186,-333,5,-338,2,-289,53,-336,22,-311,9,-250,67,-298,35,-305,18,-317,3,-316,3,-316,3,-329,3,-324,5,-253,86,-329,18,-300,10,-339,6,-307,21,-310,8
23,-271,42,-165,190,-342,5,-354,2,-300,53,-347,22,-323,9,-260,67,-303,36,-316,18,-326,3,-326,3,-329,3,-338,3,-329,5,-259,88,-336,18,-311,11,-349,6,-317,21,-325,9
24,-280,44,-166,199,-350,5,-366,2,-308,57,-352,23,-343,9,-265,69,-308,37,-323,18,-333,3,-335,3,-338,3,-351,3,-340,5,-265,94,-342,19,-317,12,-361,6,-332,22,-333,9
25,-285,44,-171,211,-364,5,-375,2,-319,57,-360,24,-352,9,-269,71,-317,39,-332,18,-340,3,-349,3,-346,3,-361,3,-349,5,-271,97,-348,20,-330,12,-371,6,-345,22,-343,9
26,-293,46,-174,215,-369,5,-384,2,-326,57,-367,24,-358,9,-278,71,-328,42,-341,18,-350,3,-366,3,-355,3,-368,3,-359,5,-283,99,-360,20,-347,12,-381,6,-353,22,-356,9
27,-298,46,-178,220,-381,6,-396,2,-335,62,-376,24,-373,9,-289,72,-340,43,-356,18,-360,3,-373,3,-362,3,-377,4,-369,6,-289,100,-367,20,-355,12,-388,6,-359,22,-369,9
28,-304,47,-181,225,-389,6,-409,2,-342,63,-387,24,-383,9,-300,74,-352,45,-368,18,-371,3,-382,3,-370,3,-390,4,-380,6,-295,103,-375,21,-368,12,-396,6,-365,23,-375,11
29,-311,48,-187,233,-400,6,-427,2,-348,68,-395,25,-402,9,-303,76,-358,46,-381,18,-383,3,-391,3,-377,3,-395,4,-392,6,-302,103,-385,21,-376,12,-404,6,-372,23,-385,11
30,-319,50,-192,239,-408,6,-433,2,-353,69,-400,25,-413,9,-316,76,-366,46,-389,19,-396,3,-406,3,-393,3,-411,4,-405,6,-309,106,-394,21,-382,13,-410,6,-381,25,-392,11
31,-331,52,-193,244,-417,6,-441,2,-362,70,-409,26,-422,10,-321,76,-376,46,-403,19,-406,3,-418,3,-401,3,-423,4,-415,6,-318,109,-399,21,-392,13,-424,6,-392,25,-401,12
32,-336,52,-196,250,-427,6,-449,2,-365,70,-418,26,-436,10,-329,79,-382,48,-417,19,-416,3,-429,3,-409,3,-434,4,-423,6,-330,113,-407,21,-406,13,-439,6,-403,26,-407,12
33,-352,54,-200,252,-437,6,-455,2,-373,70,-425,26,-452,10,-336,83,-395,49,-423,19,-427,3,-441,3,-418,3,-440,4,-433,6,-338,116,-414,23,-417,13,-449,6,-412,26,-417,12
34,-358,56,-202,256,-448,7,-461,2,-381,74,-433,27,-460,10,-346,83,-404,50,-432,20,-439,3,-449,3,-427,3,-454,4,-448,6,-344,120,-425,23,-426,13,-460,6,-420,28,-427,12
35,-364,60,-206,259,-452,8,-473,2,-391,77,-442,28,-471,10,-354,83,-416,51,-438,21,-445,3,-458,3,-441,3,-463,4,-454,6,-354,125,-434,23,-436,13,-472,6,-431,28,-440,12
36,-372,60,-212,262,-464,8,-484,2,-397,78,-452,28,-478,10,-363,84,-422,53,-446,23,-460,3,-468,3,-457,3,-469,4,-463,6,-361,130,-442,23,-450,13,-478,6,-442,29,-450,12
37,-380,61,-222,265,-477,8,-495,2,-401,83,-463,28,-492,10,-373,85,-429,53,-455,23,-465,3,-478,3,-471,3,-474,4,-479,6,-367,132,-451,23,-459,13,-489,6,-449,30,-458,12
38,-389,64,-229,270,-483,8,-508,2,-411,85,-474,28,-500,10,-378,86,-433,54,-469,24,-473,3,-486,3,-485,4,-478,4,-488,6,-379,133,-462,25,-466,13,-500,6,-461,31,-467,12
39,-396,66,-231,273,-494,8,-515,2,-418,87,-482,29,-505,10,-391,90,-438,55,-483,25,-490,3,-494,3,-503,4,-486,4,-495,6,-384,134,-472,26,-476,13,-513,7,-469,31,-477,12
40,-408,66,-234,277,-510,8,-524,2,-425,89,-491,29,-515,10,-397,92,-452,56,-492,25,-497,3,-504,3,-512,4,-494,4,-501,7,-392,135,-481,26,-492,13,-524,7,-483,31,-483,12
41,-419,68,-242,287,-522,8,-534,2,-432,90,-502,29,-524,11,-402,94,-462,58,-498,25,-508,3,-507,3,-519,4,-500,4,-509,7,-407,138,-488,26,-497,14,-539,7,-492,32,-495,12
42,-423,70,-243,292,-528,8,-543,2,-445,90,-508,30,-536,11,-414,97,-475,58,-504,25,-517,3,-517,3,-527,4,-514,4,-519,7,-417,141,-499,27,-505,14,-551,7,-500,32,-508,12
43,-435,70,-247,301,-536,8,-553,2,-454,90,-516,30,-544,11,-420,99,-484,59,-510,25,-526,3,-526,3,-533,4,-525,4,-536,7,-425,144,-512,29,-515,14,-561,7,-506,32,-522,12
44,-441,72,-254,305,-550,9,-563,2,-459,92,-532,30,-549,12,-427,99,-495,61,-521,25,-536,4,-539,3,-539,4,-534,4,-546,7,-431,149,-523,30,-524,14,-567,7,-518,33,-528,12
45,-450,72,-260,310,-555,9,-581,3,-468,96,-544,30,-559,12,-434,105,-504,63,-530,25,-542,4,-546,3,-547,4,-541,4,-554,7,-441,150,-535,30,-535,14,-578,7,-526,35,-535,12
46,-459,73,-264,314,-561,9,-587,3,-478,98,-558,30,-566,14,-439,105,-515,63,-545,26,-550,5,-556,3,-562,4,-550,4,-563,7,-454,152,-543,30,-545,14,-589,7,-534,36,-543,12
47,-469,76,-268,316,-569,9,-591,3,-488,99,-568,30,-574,14,-447,109,-524,65,-555,27,-557,5,-568,3,-572,4,-561,4,-574,7,-464,155,-548,31,-556,14,-602,7,-544,37,-554,12
48,-480,77,-277,323,-578,9,-602,3,-496,101,-578,31,-583,14,-452,110,-532,66,-563,27,-566,5,-576,3,-583,4,-571,5,-584,7,-469,158,-559,32,-565,15,-611,7,-552,37,-567,12
49,-489,77,-282,332,-583,9,-616,3,-501,103,-589,31,-590,14,-465,112,-543,66,-567,27,-582,5,-586,3,-592,4,-581,5,-594,7,-472,160,-569,33,-574,16,-619,7,-569,38,-573,12
50,-498,80,-289,335,-588,9,-623,3,-508,104,-599,32,-598,14,-484,113,-554,67,-575,27,-592,5,-596,3,-605,4,-588,5,-605,7,-480,163,-580,33,-581,16,-628,7,-577,40,-583,12
51,-508,84,-291,341,-596,10,-637,3,-513,106,-610,33,-609,15,-493,114,-559,68,-583,27,-603,5,-603,3,-612,4,-598,5,-616,7,-489,166,-589,35,-593,16,-643,7,-582,40,-592,12
52,-515,84,-297,347,-604,10,-643,3,-518,107,-624,33,-620,15,-504,115,-567,68,-593,28,-617,5,-607,3,-624,4,-608,5,-632,7,-494,168,-599,37,-602,16,-652,7,-591,40,-604,13
53,-524,87,-302,357,-612,10,-653,3,-526,108,-627,33,-629,15,-516,116,-581,68,-600,29,-624,5,-620,3,-635,4,-616,5,-644,7,-500,171,-605,37,-616,16,-661,7,-602,41,-612,13
54,-531,88,-306,361,-623,10,-662,3,-534,110,-631,33,-639,16,-524,119,-590,69,-608,30,-638,5,-631,3,-647,4,-627,5,-655,7,-510,172,-615,37,-627,16,-672,7,-610,41,-621,13
55,-537,91,-317,366,-631,11,-670,3,-539,112,-642,35,-650,16,-529,119,-601,69,-615,30,-645,5,-646,3,-662,4,-637,5,-670,7,-516,174,-624,38,-635,16,-678,8,-618,41,-632,13
56,-547,92,-319,370,-641,11,-679,3,-549,113,-650,35,-659,16,-539,120,-607,70,-629,31,-654,5,-659,3,-674,4,-653,5,-682,7,-520,177,-631,38,-643,16,-687,8,-625,42,-644,13
57,-560,92,-323,376,-650,11,-691,3,-554,113,-653,35,-665,16,-554,120,-617,70,-636,32,-666,5,-668,3,-685,4,-667,5,-696,7,-530,177,-642,38,-650,16,-695,8,-633,43,-658,13
58,-568,93,-326,383,-661,11,-699,3,-567,113,-665,35,-676,16,-563,120,-624,70,-642,33,-673,5,-677,3,-694,4,-678,5,-714,7,-539,183,-652,38,-659,17,-701,8,-642,44,-666,13
59,-577,96,-330,387,-671,11,-713,3,-574,117,-672,35,-686,16,-573,120,-632,70,-652,33,-679,5,-686,3,-701,4,-685,5,-725,7,-545,186,-658,39,-670,18,-715,8,-656,46,-677,14
60,-592,101,-334,393,-680,11,-723,3,-583,120,-683,35,-694,16,-586,121,-637,70,-659,33,-687,5,-694,3,-707,4,-703,5,-734,7,-555,189,-668,40,-678,18,-722,8,-668,46,-681,14
61,-604,103,-337,396,-689,11,-731,3,-591,124,-693,37,-702,16,-597,123,-643,70,-663,33,-697,5,-700,3,-722,4,-715,5,-743,7,-562,189,-676,41,-688,19,-734,8,-681,49,-690,16
62,-611,104,-338,401,-700,11,-739,3,-598,126,-706,38,-708,16,-605,124,-654,72,-671,33,-709,5,-706,3,-735,5,-732,5,-749,7,-570,191,-687,43,-700,20,-742,8,-693,49,-697,16
63,-614,104,-343,408,-707,11,-758,4,-610,126,-718,38,-714,16,-611,125,-657,72,-680,33,-720,5,-714,3,-747,5,-742,5,-763,7,-579,195,-701,44,-717,20,-746,8,-700,49,-705,16
64,-620,107,-350,413,-719,11,-767,4,-618,127,-724,39,-723,16,-617,129,-662,74,-690,34,-724,5,-723,3,-756,5,-748,5,-774,7,-584,196,-716,44,-729,20,-763,8,-716,52,-712,16
65,-631,112,-363,416,-728,11,-776,4,-630,130,-735,39,-730,16,-623,131,-669,75,-702,36,-726,6,-738,3,-767,5,-753,5,-784,7,-588,199,-728,44,-735,20,-773,8,-724,53,-721,16
66,-641,114,-364,423,-737,11,-792,4,-637,131,-740,40,-738,16,-630,133,-677,76,-705,36,-735,6,-758,3,-775,5,-761,5,-793,7,-595,201,-738,44,-748,20,-789,8,-732,53,-732,17
67,-649,114,-372,427,-746,11,-800,4,-646,133,-755,40,-748,17,-641,134,-692,76,-714,38,-747,6,-770,3,-783,5,-770,6,-803,7,-598,202,-746,45,-755,21,-798,9,-737,53,-742,17
68,-660,115,-379,430,-758,11,-810,4,-655,136,-762,41,-759,17,-652,135,-700,76,-726,39,-760,6,-776,4,-793,5,-786,6,-810,7,-605,203,-759,45,-761,21,-807,9,-741,53,-750,18
69,-668,117,-383,435,-765,11,-823,4,-667,137,-773,41,-766,17,-658,137,-713,76,-742,40,-771,6,-783,4,-802,5,-796,6,-817,7,-613,206,-767,45,-771,22,-818,9,-750,54,-757,18
70,-675,119,-385,441,-773,11,-835,4,-678,141,-779,41,-781,18,-667,142,-722,76,-750,40,-779,6,-790,4,-808,5,-803,6,-828,7,-626,207,-776,45,-780,22,-830,9,-757,54,-772,18
71,-680,121,-387,447,-791,11,-843,4,-684,141,-790,42,-791,20,-674,142,-730,81,-765,41,-791,6,-794,4,-812,5,-811,6,-838,7,-632,209,-787,47,-796,22,-837,9,-765,56,-783,18
72,-695,123,-391,452,-799,11,-851,4,-687,142,-796,42,-801,20,-683,145,-741,82,-770,42,-806,6,-797,4,-825,5,-820,6,-852,7,-638,213,-799,47,-807,22,-848,9,-777,56,-791,18
73,-698,126,-396,459,-809,11,-860,4,-697,144,-807,42,-812,20,-692,145,-758,84,-778,43,-815,6,-806,4,-837,5,-833,6,-858,7,-644,216,-811,47,-814,22,-857,9,-787,56,-797,18
74,-705,131,-403,463,-821,11,-867,4,-703,145,-820,44,-822,20,-702,147,-767,84,-791,44,-822,6,-813,4,-845,6,-842,7,-868,7,-645,219,-817,47,-824,23,-869,10,-801,57,-805,19
75,-718,133,-409,468,-826,11,-876,5,-716,145,-829,45,-829,21,-712,148,-776,85,-804,44,-836,6,-822,4,-854,6,-848,7,-880,7,-649,222,-830,47,-835,23,-876,10,-808,57,-814,19
76,-725,133,-413,473,-835,11,-884,5,-724,147,-842,45,-836,21,-717,153,-787,85,-815,44,-854,6,-831,4,-864,7,-856,7,-887,7,-658,225,-837,47,-845,23,-884,10,-817,57,-830,19
77,-733,133,-418,478,-843,12,-891,5,-736,149,-855,45,-844,23,-722,153,-800,88,-821,44,-866,6,-843,4,-875,7,-865,7,-894,7,-666,228,-851,48,-857,23,-892,10,-825,57,-837,19
78,-739,136,-423,483,-854,12,-899,5,-747,149,-860,45,-856,23,-726,155,-809,91,-832,44,-875,6,-853,4,-884,7,-881,7,-906,8,-673,230,-862,48,-866,23,-902,10,-833,58,-846,20
79,-745,138,-427,486,-866,13,-910,5,-758,150,-865,45,-863,23,-736,155,-822,95,-843,44,-885,6,-864,4,-893,7,-896,7,-918,8,-678,232,-868,50,-876,23,-914,10,-841,59,-852,20
